Phase,Day,Timestep,Age,IncomeBracket,HouseholdSize,MaritalStatus,EmploymentStatus,Gender,LoyaltyType,LoyaltyFirm,LoyaltyStrength
run,1,4,37,50k-100k,1,Single,Employed,Female,New,,0.0
run,1,4,35,50k-100k,1,Married,Employed,Female,Returning,Firm2,0.9516025185585022
run,1,4,37,100k-200k,3,Single,Employed,Male,Returning,Firm1,0.716953694820404
run,1,4,35,50k-100k,4,Single,Unemployed,Male,Returning,Firm2,0.5372088551521301
run,1,4,36,<50k,2,Single,Employed,Female,Returning,Firm1,0.7622359395027161
run,1,4,24,200k+,1,Single,Employed,Male,New,,0.0
run,1,4,37,50k-100k,1,Single,Employed,Male,Returning,Firm1,0.6078497171401978
run,1,4,42,100k-200k,3,Married,Employed,Female,Returning,Firm1,0.6870763301849365
run,1,4,33,50k-100k,3,Single,Employed,Male,New,,0.0
run,1,4,53,50k-100k,1,Divorced,Employed,Male,Returning,Firm2,0.6195189952850342
run,1,4,50,200k+,2,Divorced,Unemployed,Male,New,,0.0
run,1,4,41,100k-200k,1,Married,Unemployed,Male,New,,0.0
run,1,4,42,50k-100k,1,Single,Employed,Male,New,,0.0
run,1,4,44,50k-100k,1,Single,Employed,Female,New,,0.0
run,1,4,29,50k-100k,2,Divorced,Employed,Male,Returning,Firm1,0.9764717817306519
run,1,4,35,<50k,4,Single,Unemployed,Male,New,,0.0
run,1,4,24,100k-200k,1,Single,Employed,Male,Returning,Firm1,0.9125750660896301
run,1,4,26,100k-200k,1,Single,Employed,Female,New,,0.0
run,1,4,33,50k-100k,1,Single,Employed,Male,Returning,Firm1,0.7954878807067871
run,1,4,47,200k+,2,Single,Employed,Male,Returning,Firm1,0.9359126091003418
run,1,4,18,50k-100k,3,Married,Employed,Female,Returning,Firm1,0.6741164922714233
run,1,4,18,100k-200k,2,Married,Employed,Female,Returning,Firm1,0.9719022512435913
run,1,4,41,50k-100k,1,Single,Employed,Male,New,,0.0
run,1,4,50,200k+,1,Divorced,Employed,Female,Returning,Firm1,0.9284684658050537
run,1,4,52,100k-200k,3,Married,Employed,Female,Returning,Firm2,0.8266982436180115
run,1,4,48,50k-100k,2,Married,Employed,Female,Returning,Firm2,0.4001099169254303
run,1,4,32,50k-100k,2,Married,Employed,Female,New,,0.0
run,1,4,47,200k+,2,Single,Employed,Female,Returning,Firm1,0.7274722456932068
run,1,4,35,200k+,3,Divorced,Employed,Male,Returning,Firm1,0.7091557383537292
run,1,4,46,50k-100k,1,Single,Employed,Female,Returning,Firm2,0.8901570439338684
run,1,4,42,50k-100k,1,Single,Unemployed,Male,Returning,Firm2,0.4525126516819
run,1,4,18,50k-100k,3,Single,Student,Male,Returning,Firm1,0.7232348322868347
run,1,4,18,100k-200k,2,Divorced,Employed,Male,New,,0.0
run,1,4,42,50k-100k,1,Single,Employed,Male,Returning,Firm1,0.9367595314979553
run,1,4,41,200k+,1,Divorced,Employed,Female,Returning,Firm2,0.5220149755477905
run,1,4,37,100k-200k,2,Single,Employed,Male,New,,0.0
run,1,4,38,50k-100k,2,Single,Employed,Female,Returning,Firm2,0.6111317873001099
run,1,4,19,50k-100k,1,Single,Employed,Male,Returning,Firm2,0.9805215001106262
run,1,4,28,50k-100k,1,Single,Employed,Female,Returning,Firm2,0.7413841485977173
run,1,4,46,<50k,1,Single,Employed,Male,Returning,Firm2,0.5655724406242371
run,1,4,39,100k-200k,2,Single,Employed,Male,Returning,Firm1,0.8759784698486328
run,1,4,23,50k-100k,3,Single,Employed,Male,Returning,Firm1,0.5149340033531189
run,1,4,52,50k-100k,2,Single,Employed,Male,Returning,Firm2,0.4657215178012848
run,1,4,22,200k+,2,Single,Employed,Female,Returning,Firm2,0.6153684258460999
run,1,4,30,50k-100k,1,Single,Unemployed,Female,New,,0.0
run,1,4,18,100k-200k,3,Single,Employed,Male,New,,0.0
run,1,4,35,<50k,1,Single,Employed,Female,Returning,Firm1,0.5007129311561584
run,1,4,38,50k-100k,1,Single,Employed,Female,Returning,Firm2,0.4530634582042694
run,1,4,64,200k+,1,Single,Employed,Male,Returning,Firm1,0.822259247303009
run,1,4,46,200k+,3,Single,Employed,Female,Returning,Firm1,0.5758470296859741
run,1,4,46,50k-100k,1,Married,Employed,Male,Returning,Firm2,0.7356105446815491
run,1,4,43,50k-100k,1,Single,Employed,Male,Returning,Firm2,0.4320959448814392
run,1,4,39,50k-100k,2,Divorced,Employed,Female,Returning,Firm2,0.8505259156227112
run,1,4,18,200k+,2,Single,Student,Male,New,,0.0
run,1,4,44,<50k,2,Married,Employed,Male,Returning,Firm2,0.7358037233352661
run,1,4,31,50k-100k,1,Married,Employed,Male,Returning,Firm1,0.4373493492603302
run,1,4,21,<50k,1,Married,Student,Male,Returning,Firm2,0.6434264779090881
run,1,4,47,100k-200k,3,Single,Employed,Male,Returning,Firm2,0.5066066980361938
run,1,4,40,<50k,1,Divorced,Employed,Male,New,,0.0
run,1,4,34,200k+,1,Married,Employed,Male,Returning,Firm1,0.7009144425392151
run,1,4,41,50k-100k,2,Single,Employed,Female,New,,0.0
run,1,4,35,200k+,1,Divorced,Employed,Male,New,,0.0
run,1,4,37,<50k,1,Single,Employed,Male,Returning,Firm1,0.7865073680877686
run,1,4,40,50k-100k,1,Divorced,Employed,Female,Returning,Firm1,0.6815308928489685
run,1,4,21,<50k,1,Married,Student,Male,Returning,Firm2,0.963915228843689
run,1,4,45,200k+,1,Married,Employed,Female,Returning,Firm2,0.597710371017456
run,1,4,30,200k+,1,Single,Employed,Female,Returning,Firm2,0.7986820936203003
run,1,4,36,50k-100k,2,Single,Employed,Female,New,,0.0
run,1,4,53,50k-100k,2,Divorced,Employed,Male,New,,0.0
run,1,4,21,<50k,4,Married,Student,Female,Returning,Firm1,0.522363543510437
run,1,4,32,50k-100k,1,Married,Employed,Female,Returning,Firm1,0.42835918068885803
run,1,4,27,200k+,2,Married,Employed,Male,Returning,Firm1,0.7398101091384888
run,1,4,33,<50k,1,Single,Employed,Female,New,,0.0
run,1,4,25,<50k,4,Single,Employed,Male,Returning,Firm2,0.6820207238197327
run,1,4,35,<50k,1,Single,Employed,Male,Returning,Firm2,0.4246540665626526
run,1,4,28,<50k,1,Divorced,Employed,Male,New,,0.0
run,1,4,54,50k-100k,3,Married,Employed,Female,New,,0.0
run,1,4,38,100k-200k,2,Married,Employed,Female,Returning,Firm2,0.4867171347141266
run,1,4,18,200k+,6,Married,Student,Female,New,,0.0
run,1,4,41,200k+,1,Married,Employed,Male,New,,0.0
run,1,4,25,<50k,1,Single,Employed,Male,Returning,Firm2,0.8413837552070618
run,1,4,35,<50k,2,Married,Employed,Male,Returning,Firm2,0.8726224899291992
run,1,4,25,<50k,2,Single,Employed,Female,New,,0.0
run,1,4,35,200k+,2,Single,Employed,Male,Returning,Firm1,0.4971792697906494
run,1,4,19,200k+,3,Single,Student,Male,Returning,Firm1,0.5592313408851624
run,1,4,28,50k-100k,4,Single,Employed,Male,Returning,Firm1,0.6348586082458496
run,1,4,23,<50k,3,Married,Unemployed,Male,Returning,Firm2,0.4589598774909973
run,1,4,35,100k-200k,3,Single,Employed,Male,New,,0.0
run,1,4,24,50k-100k,1,Married,Employed,Male,Returning,Firm2,0.9883332252502441
run,1,4,46,50k-100k,1,Single,Employed,Female,Returning,Firm2,0.8901570439338684
run,1,4,31,100k-200k,2,Single,Employed,Female,Returning,Firm1,0.9029620289802551
run,1,4,36,<50k,4,Single,Unemployed,Female,Returning,Firm2,0.6721277236938477
run,1,4,30,50k-100k,4,Married,Employed,Male,Returning,Firm1,0.5081093907356262
run,1,4,38,<50k,3,Married,Employed,Female,New,,0.0
run,1,4,34,<50k,4,Married,Employed,Female,New,,0.0
run,1,4,36,50k-100k,4,Married,Employed,Male,Returning,Firm2,0.949428915977478
run,1,4,31,50k-100k,3,Married,Employed,Female,Returning,Firm2,0.5989062190055847
run,1,4,44,50k-100k,1,Married,Employed,Female,Returning,Firm1,0.8866494297981262
run,1,4,29,50k-100k,6,Single,Employed,Male,New,,0.0
run,1,4,40,200k+,1,Married,Employed,Female,Returning,Firm1,0.6876058578491211
run,1,4,58,50k-100k,4,Single,Employed,Female,New,,0.0
run,1,4,29,<50k,3,Married,Employed,Male,Returning,Firm1,0.5225926637649536
run,1,4,56,100k-200k,1,Married,Employed,Female,Returning,Firm2,0.463245689868927
run,1,4,44,50k-100k,3,Single,Employed,Male,New,,0.0
run,1,4,65,50k-100k,1,Married,Employed,Female,New,,0.0
run,1,4,52,50k-100k,5,Married,Employed,Female,New,,0.0
run,1,4,30,50k-100k,3,Married,Employed,Male,New,,0.0
run,1,4,39,50k-100k,2,Single,Employed,Female,New,,0.0
run,1,4,33,100k-200k,1,Married,Employed,Female,New,,0.0
run,1,4,23,200k+,1,Divorced,Employed,Female,Returning,Firm2,0.7342923879623413
run,1,4,47,50k-100k,2,Divorced,Employed,Female,New,,0.0
run,1,4,46,50k-100k,1,Married,Employed,Male,New,,0.0
run,1,4,48,100k-200k,3,Married,Employed,Male,Returning,Firm1,0.4429487884044647
run,1,4,30,100k-200k,1,Single,Employed,Female,Returning,Firm2,0.7106640338897705
run,1,4,21,100k-200k,1,Married,Employed,Male,New,,0.0
run,1,4,51,200k+,1,Married,Employed,Female,New,,0.0
run,1,4,37,100k-200k,1,Single,Employed,Male,Returning,Firm1,0.9299827218055725
run,1,4,33,<50k,1,Divorced,Employed,Male,Returning,Firm2,0.758493185043335
run,1,4,51,200k+,3,Single,Employed,Female,Returning,Firm2,0.8422245979309082
run,1,4,41,50k-100k,2,Single,Employed,Female,Returning,Firm1,0.6203492283821106
run,1,4,35,<50k,2,Married,Employed,Female,New,,0.0
run,1,4,23,50k-100k,5,Single,Employed,Male,Returning,Firm2,0.9340256452560425
run,1,4,39,100k-200k,1,Single,Employed,Female,New,,0.0
run,1,4,18,<50k,3,Married,Employed,Male,Returning,Firm1,0.4811711311340332
run,1,4,18,<50k,1,Married,Student,Male,New,,0.0
run,1,4,46,<50k,3,Single,Employed,Male,Returning,Firm1,0.8230546116828918
run,1,4,30,50k-100k,1,Single,Unemployed,Male,New,,0.0
run,1,4,19,200k+,2,Single,Employed,Female,New,,0.0
run,1,4,43,50k-100k,1,Single,Employed,Male,New,,0.0
run,1,4,29,50k-100k,2,Single,Employed,Male,New,,0.0
run,1,4,34,100k-200k,2,Single,Employed,Male,Returning,Firm1,0.54900723695755
run,1,4,21,100k-200k,1,Single,Student,Male,New,,0.0
run,1,4,35,<50k,5,Married,Employed,Male,New,,0.0
run,1,4,27,<50k,3,Married,Unemployed,Female,Returning,Firm1,0.5603809952735901
run,1,4,32,<50k,1,Single,Employed,Male,Returning,Firm2,0.8991258144378662
run,1,4,23,<50k,1,Married,Employed,Female,Returning,Firm1,0.825019359588623
run,1,4,23,200k+,2,Single,Unemployed,Male,New,,0.0
run,1,4,35,50k-100k,2,Single,Unemployed,Female,New,,0.0
run,1,4,68,200k+,1,Single,Retired,Male,Returning,Firm1,0.7726121544837952
run,1,4,34,50k-100k,3,Divorced,Employed,Male,Returning,Firm2,0.5702046155929565
run,1,4,18,200k+,2,Single,Employed,Female,Returning,Firm1,0.8629968166351318
run,1,4,22,50k-100k,1,Married,Employed,Female,Returning,Firm1,0.9805541038513184
run,1,4,37,200k+,1,Single,Employed,Male,Returning,Firm2,0.43329882621765137
run,1,4,47,100k-200k,2,Single,Employed,Female,New,,0.0
run,1,4,49,100k-200k,3,Single,Employed,Male,New,,0.0
run,1,4,46,50k-100k,3,Married,Employed,Male,Returning,Firm2,0.9298888444900513
run,1,4,28,<50k,2,Single,Employed,Male,Returning,Firm1,0.5983334183692932
run,1,4,18,50k-100k,1,Single,Student,Female,Returning,Firm2,0.506871223449707
run,1,4,48,200k+,1,Divorced,Employed,Female,Returning,Firm2,0.797623872756958
run,1,4,28,<50k,1,Married,Employed,Female,New,,0.0
run,1,4,29,50k-100k,1,Single,Employed,Female,Returning,Firm2,0.8398589491844177
run,1,4,40,50k-100k,1,Single,Employed,Male,New,,0.0
run,1,4,49,200k+,1,Married,Employed,Female,Returning,Firm1,0.5758320689201355
run,1,4,46,<50k,1,Married,Employed,Male,New,,0.0
run,1,4,48,<50k,3,Single,Employed,Female,Returning,Firm1,0.6950872540473938
run,1,4,27,50k-100k,1,Divorced,Employed,Male,New,,0.0
run,1,4,29,200k+,3,Married,Employed,Male,Returning,Firm2,0.9373906254768372
run,1,4,34,50k-100k,3,Divorced,Employed,Male,Returning,Firm2,0.5702046155929565
run,1,4,38,50k-100k,2,Single,Employed,Female,New,,0.0
run,1,4,18,<50k,1,Single,Student,Female,New,,0.0
run,1,4,18,50k-100k,1,Married,Student,Female,New,,0.0
run,1,4,52,<50k,2,Single,Employed,Male,New,,0.0
run,1,4,46,50k-100k,2,Married,Unemployed,Female,Returning,Firm1,0.8049910664558411
run,1,4,44,200k+,1,Single,Employed,Male,New,,0.0
run,1,4,32,50k-100k,1,Single,Employed,Female,Returning,Firm1,0.406271368265152
run,1,4,32,200k+,2,Married,Employed,Male,New,,0.0
run,1,4,42,50k-100k,5,Single,Employed,Female,New,,0.0
run,1,4,31,50k-100k,1,Divorced,Employed,Female,New,,0.0
run,1,4,57,200k+,1,Married,Employed,Male,Returning,Firm1,0.9262839555740356
run,1,4,42,100k-200k,1,Single,Employed,Male,Returning,Firm1,0.8894855380058289
run,1,4,23,50k-100k,2,Divorced,Employed,Female,Returning,Firm1,0.7202314138412476
run,1,4,62,<50k,1,Single,Employed,Male,New,,0.0
run,1,4,40,50k-100k,3,Married,Employed,Male,Returning,Firm2,0.745339035987854
run,1,4,18,100k-200k,2,Single,Student,Male,Returning,Firm1,0.9648323059082031
run,1,4,35,50k-100k,1,Married,Employed,Female,Returning,Firm2,0.5018420219421387
run,1,4,47,50k-100k,1,Single,Employed,Male,New,,0.0
run,1,4,18,<50k,3,Married,Employed,Female,Returning,Firm1,0.4112272560596466
run,1,4,40,50k-100k,2,Single,Employed,Male,Returning,Firm2,0.8321717977523804
run,1,4,46,100k-200k,1,Married,Employed,Male,New,,0.0
run,1,4,40,50k-100k,1,Single,Employed,Female,Returning,Firm1,0.9302713871002197
run,1,4,51,50k-100k,2,Single,Employed,Female,New,,0.0
run,1,4,33,100k-200k,3,Divorced,Employed,Female,New,,0.0
run,1,4,26,100k-200k,1,Single,Employed,Female,Returning,Firm2,0.8617161512374878
run,1,4,36,50k-100k,1,Single,Employed,Female,New,,0.0
run,1,4,18,100k-200k,3,Single,Student,Male,Returning,Firm1,0.8085081577301025
run,1,4,43,50k-100k,1,Single,Employed,Male,Returning,Firm2,0.9686940312385559
run,1,4,35,50k-100k,3,Single,Unemployed,Female,Returning,Firm1,0.7763251662254333
run,1,4,25,200k+,3,Married,Employed,Male,New,,0.0
run,1,4,35,<50k,2,Married,Employed,Female,Returning,Firm1,0.9108281135559082
run,1,4,43,50k-100k,1,Single,Employed,Male,Returning,Firm1,0.694577157497406
run,1,4,43,100k-200k,1,Single,Employed,Male,Returning,Firm2,0.7365902066230774
run,1,4,41,50k-100k,4,Single,Employed,Female,Returning,Firm2,0.9654430747032166
run,1,4,35,200k+,2,Married,Employed,Female,Returning,Firm1,0.4512630105018616
run,1,4,51,<50k,3,Married,Employed,Female,Returning,Firm1,0.4954127371311188
run,1,4,31,<50k,2,Single,Employed,Male,New,,0.0
run,1,4,38,50k-100k,3,Single,Employed,Male,Returning,Firm2,0.8288548588752747
run,1,4,35,50k-100k,1,Divorced,Employed,Female,New,,0.0
run,1,4,36,<50k,3,Married,Employed,Female,Returning,Firm1,0.7263957858085632
run,1,4,18,100k-200k,1,Divorced,Student,Male,Returning,Firm1,0.9105842709541321
run,1,4,24,50k-100k,1,Married,Employed,Male,Returning,Firm2,0.4177614450454712
run,1,4,42,50k-100k,1,Married,Employed,Male,Returning,Firm2,0.8453918695449829
run,1,4,63,50k-100k,1,Married,Employed,Male,Returning,Firm1,0.6436875462532043
run,1,4,31,<50k,2,Single,Employed,Female,New,,0.0
run,1,4,39,200k+,1,Single,Employed,Male,New,,0.0
run,1,4,38,<50k,3,Divorced,Employed,Female,Returning,Firm2,0.43986451625823975
run,1,4,54,<50k,3,Married,Employed,Male,New,,0.0
run,1,4,46,<50k,2,Married,Employed,Female,New,,0.0
run,1,4,64,100k-200k,1,Married,Employed,Male,New,,0.0
run,1,4,34,<50k,3,Single,Employed,Female,New,,0.0
run,1,4,31,100k-200k,4,Single,Employed,Female,New,,0.0
run,1,4,52,<50k,5,Married,Employed,Female,New,,0.0
run,1,4,50,50k-100k,3,Single,Employed,Male,Returning,Firm2,0.458952397108078
run,1,4,35,<50k,2,Single,Employed,Female,New,,0.0
run,1,4,44,50k-100k,1,Single,Employed,Female,Returning,Firm2,0.673831582069397
run,1,4,27,200k+,2,Married,Employed,Female,New,,0.0
run,1,4,26,<50k,5,Single,Unemployed,Female,Returning,Firm1,0.6046520471572876
run,1,4,27,50k-100k,3,Single,Employed,Male,New,,0.0
run,1,4,49,100k-200k,3,Single,Employed,Male,New,,0.0
run,1,4,49,<50k,3,Married,Unemployed,Female,Returning,Firm2,0.6271852850914001
run,1,4,43,100k-200k,1,Single,Employed,Female,Returning,Firm1,0.6433935165405273
run,1,4,18,50k-100k,1,Single,Student,Male,Returning,Firm2,0.47021690011024475
run,1,4,34,50k-100k,2,Divorced,Employed,Female,Returning,Firm1,0.46054261922836304
run,1,4,43,100k-200k,3,Married,Employed,Male,New,,0.0
run,1,4,30,50k-100k,2,Divorced,Employed,Female,Returning,Firm1,0.5468343496322632
run,1,4,18,200k+,2,Married,Student,Female,New,,0.0
run,1,4,40,<50k,4,Married,Employed,Male,Returning,Firm2,0.9241322875022888
run,1,4,18,100k-200k,1,Married,Student,Male,Returning,Firm2,0.4394247233867645
run,1,4,62,200k+,1,Single,Employed,Female,Returning,Firm1,0.4558691680431366
run,1,4,27,50k-100k,1,Single,Employed,Male,Returning,Firm2,0.4433968663215637
run,1,4,29,100k-200k,5,Single,Employed,Male,New,,0.0
run,1,4,43,50k-100k,1,Single,Employed,Female,Returning,Firm1,0.5759378671646118
run,1,4,30,200k+,2,Married,Employed,Female,Returning,Firm1,0.7516328692436218
run,1,4,41,50k-100k,3,Married,Employed,Male,Returning,Firm2,0.8620216250419617
run,1,4,28,50k-100k,4,Married,Employed,Male,Returning,Firm1,0.690413236618042
run,1,4,43,50k-100k,2,Single,Employed,Male,New,,0.0
run,1,4,21,50k-100k,1,Married,Employed,Female,New,,0.0
run,1,4,43,100k-200k,3,Married,Employed,Female,Returning,Firm1,0.5181006789207458
run,1,4,62,50k-100k,2,Married,Unemployed,Female,Returning,Firm1,0.47637856006622314
run,1,4,18,50k-100k,1,Single,Employed,Female,New,,0.0
run,1,4,25,50k-100k,3,Single,Unemployed,Female,Returning,Firm2,0.7447759509086609
run,1,4,43,50k-100k,1,Married,Employed,Female,Returning,Firm1,0.9274938106536865
run,1,4,57,200k+,1,Married,Employed,Female,Returning,Firm1,0.617081880569458
run,1,4,29,200k+,2,Divorced,Employed,Male,Returning,Firm2,0.9277800917625427
run,1,4,59,50k-100k,1,Single,Employed,Male,Returning,Firm1,0.4602886140346527
run,1,4,34,<50k,1,Single,Employed,Male,Returning,Firm1,0.789786696434021
run,1,4,37,100k-200k,1,Married,Employed,Male,Returning,Firm1,0.8849841952323914
run,1,4,30,200k+,1,Single,Employed,Male,New,,0.0
run,1,4,26,<50k,3,Single,Employed,Male,Returning,Firm1,0.48810410499572754
run,1,4,34,200k+,2,Divorced,Employed,Female,Returning,Firm1,0.8873807191848755
run,1,4,40,50k-100k,1,Single,Employed,Male,New,,0.0
run,1,4,33,200k+,2,Single,Employed,Male,New,,0.0
run,1,4,36,200k+,1,Married,Employed,Male,Returning,Firm2,0.5429147481918335
run,1,4,38,200k+,1,Married,Employed,Male,Returning,Firm1,0.42365697026252747
run,1,4,61,100k-200k,2,Single,Employed,Female,Returning,Firm2,0.4000492990016937
run,1,4,48,<50k,1,Single,Employed,Male,New,,0.0
run,1,4,45,50k-100k,2,Divorced,Employed,Male,Returning,Firm1,0.581241250038147
run,1,4,38,<50k,3,Married,Employed,Female,Returning,Firm2,0.5258004069328308
run,1,4,18,200k+,2,Married,Student,Male,Returning,Firm1,0.5016021132469177
run,1,4,54,<50k,1,Single,Employed,Female,Returning,Firm2,0.40740567445755005
run,1,4,39,200k+,2,Single,Employed,Male,Returning,Firm1,0.9334837198257446
run,1,4,34,50k-100k,2,Married,Employed,Male,Returning,Firm2,0.4327510595321655
run,1,4,54,200k+,1,Single,Employed,Female,Returning,Firm2,0.6254223585128784
run,1,4,49,200k+,2,Single,Employed,Male,Returning,Firm2,0.5832406282424927
run,1,4,22,<50k,1,Single,Employed,Male,Returning,Firm1,0.42196422815322876
run,1,4,22,50k-100k,4,Single,Unemployed,Female,Returning,Firm1,0.969007134437561
run,1,4,18,50k-100k,1,Single,Student,Male,Returning,Firm2,0.7999622821807861
run,1,4,35,200k+,3,Married,Employed,Male,Returning,Firm2,0.7235726118087769
run,1,4,48,200k+,1,Married,Unemployed,Female,New,,0.0
run,1,4,51,<50k,1,Divorced,Employed,Female,New,,0.0
run,1,4,19,200k+,2,Single,Employed,Female,New,,0.0
run,1,4,18,50k-100k,5,Single,Student,Male,Returning,Firm1,0.9122111201286316
run,1,4,33,50k-100k,1,Married,Employed,Female,New,,0.0
run,1,4,57,<50k,5,Single,Employed,Female,Returning,Firm1,0.9233710169792175
run,1,4,18,100k-200k,1,Single,Student,Male,Returning,Firm2,0.6077168583869934
run,1,4,32,100k-200k,3,Single,Employed,Male,New,,0.0
run,1,4,38,<50k,1,Single,Employed,Female,Returning,Firm2,0.8508684635162354
run,1,4,50,200k+,1,Divorced,Employed,Male,Returning,Firm2,0.843059778213501
run,1,4,18,50k-100k,1,Single,Student,Male,Returning,Firm1,0.8130446672439575
run,1,4,45,100k-200k,2,Single,Employed,Female,Returning,Firm1,0.8999432325363159
run,1,4,40,<50k,1,Divorced,Employed,Male,Returning,Firm1,0.5930583477020264
run,1,4,30,100k-200k,1,Married,Employed,Female,New,,0.0
run,1,4,29,100k-200k,2,Single,Employed,Female,New,,0.0
run,1,4,18,50k-100k,1,Single,Student,Female,Returning,Firm2,0.898374080657959
run,1,4,33,50k-100k,2,Married,Employed,Female,Returning,Firm1,0.4645533263683319
run,1,4,18,100k-200k,3,Single,Student,Female,Returning,Firm2,0.8928977847099304
run,1,4,44,200k+,1,Divorced,Employed,Male,Returning,Firm2,0.4354066550731659
run,1,4,27,100k-200k,1,Single,Employed,Female,Returning,Firm2,0.8017670512199402
run,1,4,23,50k-100k,4,Single,Employed,Female,Returning,Firm2,0.4078022241592407
run,1,4,23,<50k,1,Married,Employed,Male,New,,0.0
run,1,4,32,200k+,1,Divorced,Employed,Male,Returning,Firm1,0.6169431209564209
run,1,4,49,100k-200k,1,Single,Employed,Male,Returning,Firm1,0.9171962141990662
run,1,4,36,<50k,1,Single,Employed,Male,Returning,Firm1,0.7790646553039551
run,1,4,29,200k+,3,Married,Employed,Male,New,,0.0
run,1,4,43,100k-200k,3,Single,Employed,Female,Returning,Firm1,0.7867592573165894
run,1,4,44,100k-200k,1,Married,Employed,Male,New,,0.0
run,1,4,63,50k-100k,2,Single,Unemployed,Male,Returning,Firm1,0.46827390789985657
run,1,4,37,50k-100k,1,Married,Employed,Female,Returning,Firm2,0.6868668794631958
run,1,4,34,200k+,1,Single,Employed,Female,New,,0.0
run,1,4,40,100k-200k,2,Divorced,Employed,Female,New,,0.0
run,1,4,31,200k+,1,Single,Employed,Female,New,,0.0
run,1,4,32,50k-100k,1,Married,Employed,Female,New,,0.0
run,1,4,25,100k-200k,4,Married,Employed,Male,New,,0.0
run,1,4,28,50k-100k,2,Married,Employed,Male,Returning,Firm2,0.5349116921424866
run,1,4,20,<50k,1,Single,Employed,Male,Returning,Firm2,0.4552237391471863
run,1,4,28,200k+,3,Married,Employed,Male,New,,0.0
run,1,4,40,<50k,4,Single,Employed,Female,Returning,Firm2,0.6923131346702576
run,1,4,38,200k+,3,Single,Employed,Female,Returning,Firm2,0.6475266218185425
run,1,4,49,50k-100k,1,Single,Employed,Female,Returning,Firm1,0.438521146774292
run,1,4,31,<50k,1,Married,Employed,Female,New,,0.0
run,1,4,18,50k-100k,3,Married,Student,Male,Returning,Firm1,0.7894179821014404
run,1,4,43,<50k,1,Single,Employed,Female,New,,0.0
run,1,4,38,50k-100k,1,Single,Employed,Male,Returning,Firm1,0.8265405297279358
run,1,4,33,50k-100k,4,Married,Employed,Female,New,,0.0
run,1,4,24,200k+,2,Single,Employed,Female,New,,0.0
run,1,4,48,50k-100k,1,Single,Employed,Female,New,,0.0
run,1,4,22,100k-200k,3,Married,Employed,Male,Returning,Firm1,0.6513462066650391
run,1,4,34,100k-200k,2,Single,Employed,Male,New,,0.0
run,1,4,37,50k-100k,2,Single,Employed,Female,Returning,Firm2,0.6944460868835449
run,1,4,36,50k-100k,2,Single,Employed,Female,Returning,Firm2,0.853368878364563
run,1,4,18,100k-200k,3,Single,Student,Male,New,,0.0
run,1,4,32,<50k,2,Single,Employed,Male,New,,0.0
run,1,4,18,50k-100k,1,Married,Student,Male,Returning,Firm1,0.5416437983512878
run,1,4,38,<50k,3,Married,Employed,Male,New,,0.0
run,1,4,29,200k+,1,Single,Employed,Male,Returning,Firm1,0.832627534866333
run,1,4,28,100k-200k,4,Single,Employed,Female,New,,0.0
run,1,4,52,100k-200k,1,Married,Employed,Male,New,,0.0
run,1,4,45,<50k,1,Single,Employed,Male,New,,0.0
run,1,4,77,50k-100k,1,Single,Retired,Female,Returning,Firm1,0.7291738390922546
run,1,4,40,100k-200k,2,Single,Employed,Male,New,,0.0
run,1,4,39,<50k,1,Single,Employed,Female,Returning,Firm1,0.9160080552101135
run,1,4,22,50k-100k,1,Single,Employed,Female,Returning,Firm1,0.611348032951355
run,1,4,35,<50k,1,Single,Employed,Male,New,,0.0
run,1,4,46,<50k,2,Single,Employed,Male,Returning,Firm1,0.6791170239448547
run,1,4,45,50k-100k,5,Married,Employed,Male,New,,0.0
run,1,4,60,<50k,1,Single,Employed,Male,New,,0.0
run,1,4,51,<50k,4,Single,Unemployed,Male,New,,0.0
run,1,4,49,50k-100k,1,Married,Employed,Female,Returning,Firm1,0.8487937450408936
run,1,4,46,200k+,6,Single,Unemployed,Male,New,,0.0
run,1,4,22,50k-100k,3,Divorced,Employed,Male,Returning,Firm2,0.5688945651054382
run,1,4,18,<50k,3,Single,Employed,Female,New,,0.0
run,1,4,32,<50k,4,Single,Employed,Female,New,,0.0
run,1,4,23,50k-100k,6,Single,Employed,Male,Returning,Firm2,0.8138687014579773
run,1,4,50,200k+,1,Single,Employed,Male,Returning,Firm1,0.9757501482963562
run,1,4,49,100k-200k,3,Married,Employed,Male,Returning,Firm1,0.9518462419509888
run,1,4,35,200k+,4,Married,Unemployed,Female,Returning,Firm1,0.7078641653060913
run,1,4,38,100k-200k,3,Single,Employed,Female,New,,0.0
run,1,4,46,100k-200k,1,Divorced,Employed,Female,New,,0.0
run,1,4,18,200k+,1,Single,Student,Male,Returning,Firm1,0.4784996509552002
run,1,4,34,100k-200k,1,Single,Employed,Female,Returning,Firm2,0.4855603873729706
run,1,4,37,<50k,2,Divorced,Employed,Female,Returning,Firm1,0.41049039363861084
run,1,4,36,50k-100k,2,Single,Employed,Male,Returning,Firm1,0.9039647579193115
run,1,4,32,200k+,1,Single,Employed,Female,Returning,Firm1,0.6639846563339233
run,1,4,34,50k-100k,1,Married,Employed,Female,New,,0.0
run,1,4,31,100k-200k,2,Single,Employed,Male,New,,0.0
run,1,4,23,200k+,1,Divorced,Employed,Female,Returning,Firm2,0.7342923879623413
run,1,4,32,200k+,1,Married,Employed,Female,Returning,Firm1,0.6432948112487793
