CustomerID,NewOrReturning,Age,Gender,HouseholdSize,IncomeBracket,MaritalStatus,EmploymentStatus,TravelDistance,Utility,PurchaseDecision
692,Returning,28,Male,2,<50k,Single,Employed,3.44,-6.323069085230055,False
693,Returning,34,Female,4,100k-200k,Widowed,Employed,1.28,-5.098706180017651,False
694,New,36,Female,4,50k-100k,Single,Employed,6.95,-5.747636606837382,False
695,New,26,Male,2,50k-100k,Married,Employed,0.02,-8.491693599073734,False
696,Returning,43,Male,1,<50k,Single,Employed,3.33,-6.689401072332596,False
697,New,34,Female,3,200k+,Divorced,Employed,1.66,-5.657767853486899,False
698,Returning,41,Female,3,50k-100k,Married,Employed,1.56,-6.346839959896457,False
699,New,25,Female,1,100k-200k,Married,Employed,4.14,-6.862603263659485,False
700,Returning,30,Female,1,100k-200k,Married,Employed,7.63,-7.021148975878818,False
701,Returning,44,Male,4,100k-200k,Single,Employed,3.76,-5.870088804367898,False
702,New,31,Male,1,200k+,Single,Employed,7.67,-4.106844228350257,False
703,Returning,56,Female,4,100k-200k,Divorced,Employed,1.23,-4.639302560586318,False
704,New,31,Female,1,50k-100k,Single,Employed,2.93,-4.877786615861545,False
705,New,38,Male,3,200k+,Single,Employed,2.4,-6.345909535148554,False
706,Returning,47,Female,3,100k-200k,Single,Employed,0.05,-7.2312063236303645,False
707,Returning,18,Female,3,50k-100k,Married,Student,3.26,-5.3043653850201045,False
708,Returning,18,Male,2,<50k,Single,Student,4.33,-5.305399988402074,False
709,New,18,Male,1,200k+,Single,Employed,3.59,-5.151330394799502,False
710,Returning,51,Female,1,50k-100k,Single,Employed,5.33,-7.819563274237764,False
711,Returning,29,Male,2,100k-200k,Single,Employed,3.39,-6.503384584883467,False
712,Returning,66,Male,2,50k-100k,Divorced,Retired,0.28,-6.917688790285978,False
713,Returning,29,Male,2,50k-100k,Widowed,Employed,0.5,-5.882781805369573,False
714,Returning,38,Female,3,100k-200k,Married,Unemployed,3.63,-5.128192637397514,False
715,Returning,54,Female,3,<50k,Single,Unemployed,1.29,-6.53224647771796,False
716,Returning,60,Female,1,50k-100k,Divorced,Employed,0.33,-6.369716193461764,False
717,Returning,60,Male,2,100k-200k,Married,Employed,2.25,-5.927634541638896,False
718,Returning,50,Female,1,50k-100k,Single,Employed,3.23,-5.429880625781517,False
719,New,48,Female,2,100k-200k,Divorced,Employed,1.59,-5.788634348509088,False
720,Returning,43,Female,1,200k+,Married,Employed,5.1,-5.434262339952713,False
721,Returning,45,Female,1,100k-200k,Married,Unemployed,4.13,-6.423868799137381,False
722,New,29,Male,1,<50k,Married,Employed,1.62,-6.420708574957518,False
723,New,26,Female,2,50k-100k,Single,Employed,5.62,-5.0024086211607255,False
724,Returning,35,Male,1,100k-200k,Single,Employed,4.18,-5.430524611101939,False
725,Returning,33,Female,1,200k+,Married,Employed,4.06,-5.225173581654746,False
726,Returning,30,Male,2,200k+,Single,Unemployed,3.22,-4.524278138648814,False
727,New,44,Male,4,200k+,Single,Employed,0.05,-5.497336077253413,False
728,Returning,47,Male,1,50k-100k,Married,Employed,4.77,-6.568498520473158,False
729,New,37,Female,1,50k-100k,Married,Employed,1.89,-5.417893214005831,False
730,New,53,Male,4,50k-100k,Single,Employed,11.43,-5.816698337668917,False
731,New,22,Female,2,50k-100k,Married,Employed,6.81,-6.4199133807392865,False
732,Returning,33,Male,1,<50k,Married,Employed,3.54,-5.898152735279931,False
733,Returning,27,Male,1,200k+,Married,Employed,1.16,-5.494603332213421,False
734,Returning,18,Female,3,50k-100k,Single,Student,0.91,-7.348551223503995,False
735,Returning,35,Male,1,50k-100k,Single,Employed,1.66,-6.65881748098675,False
736,Returning,34,Male,3,<50k,Single,Employed,2.59,-6.637583832219659,False
737,Returning,54,Female,3,200k+,Single,Employed,1.4,-6.246676322881597,False
738,Returning,43,Male,2,100k-200k,Single,Employed,2.89,-4.8379022237270535,False
739,Returning,23,Male,2,100k-200k,Single,Employed,0.72,-5.300494536452747,False
740,Returning,58,Male,4,200k+,Single,Unemployed,15.21,-3.9276221798537074,False
741,Returning,50,Female,1,50k-100k,Divorced,Employed,0.46,-7.176961927114928,False
742,Returning,42,Female,1,100k-200k,Single,Employed,10.75,-6.097149670220141,False
743,Returning,33,Female,2,<50k,Married,Employed,9.79,-3.7263150612180507,False
744,Returning,24,Female,1,50k-100k,Married,Employed,2.98,-5.480886099715082,False
745,New,31,Male,3,200k+,Single,Employed,5.16,-5.78766910407314,False
746,Returning,49,Male,3,100k-200k,Divorced,Employed,2.29,-5.1319005023751085,False
747,Returning,58,Female,4,50k-100k,Married,Employed,3.98,-5.713223620574626,False
748,Returning,54,Male,1,50k-100k,Single,Employed,1.67,-6.6566095048623435,False
749,Returning,30,Male,1,100k-200k,Married,Employed,1.43,-5.700288471710398,False
750,Returning,22,Male,1,<50k,Single,Employed,3.45,-6.883998249912725,False
751,New,37,Male,1,50k-100k,Married,Employed,2.76,-6.514756519510111,False
752,Returning,18,Female,2,50k-100k,Single,Employed,3.47,-5.648038935800454,False
753,Returning,39,Male,1,50k-100k,Married,Employed,1.35,-6.891951192885213,False
754,Returning,34,Female,1,200k+,Single,Employed,1.83,-5.226414789732476,False
755,New,30,Male,2,50k-100k,Married,Unemployed,0.35,-4.828433496321739,False
756,Returning,18,Female,4,50k-100k,Single,Student,0.21,-6.812798132607143,False
757,Returning,42,Male,1,100k-200k,Married,Employed,1.17,-7.899625296304044,False
758,Returning,29,Male,1,200k+,Married,Employed,0.31,-8.150240167476262,False
759,Returning,21,Female,1,50k-100k,Single,Student,0.44,-6.639468141494982,False
760,Returning,18,Female,1,<50k,Married,Student,6.71,-6.446664590126183,False
761,New,35,Male,4,50k-100k,Single,Employed,0.16,-5.84313949893292,False
762,Returning,57,Male,2,100k-200k,Divorced,Employed,4.3,-5.607402327973899,False
763,New,55,Male,2,100k-200k,Single,Employed,1.27,-7.687716846614096,False
764,Returning,30,Male,2,200k+,Married,Employed,8.21,-6.6333838294814065,False
765,New,28,Male,5,200k+,Married,Unemployed,2.65,-5.246566759653906,False
766,Returning,41,Male,3,100k-200k,Single,Employed,1.46,-5.700571165280043,False
767,Returning,24,Male,4,100k-200k,Single,Employed,2.92,-5.807817998366551,False
768,Returning,39,Male,3,50k-100k,Single,Employed,1.92,-7.614143585132305,False
769,Returning,45,Female,1,<50k,Married,Unemployed,3.32,-6.205608737235009,False
770,Returning,50,Female,3,200k+,Single,Employed,0.49,-4.604600454576056,False
771,New,34,Female,2,50k-100k,Married,Employed,23.22,-2.659017559781078,False
772,Returning,33,Male,3,50k-100k,Married,Employed,2.22,-6.779473890565065,False
773,New,25,Male,3,100k-200k,Single,Employed,1.71,-5.67394783442885,False
774,Returning,26,Female,1,50k-100k,Married,Unemployed,4.95,-7.503614080933685,False
775,Returning,33,Male,1,100k-200k,Single,Employed,1.81,-4.985539286161208,False
776,New,40,Male,4,100k-200k,Single,Employed,7.17,-4.742655665470462,False
777,New,46,Female,1,50k-100k,Married,Employed,2.42,-8.035156911753232,False
778,Returning,26,Female,2,200k+,Single,Employed,5.09,-5.517174360443683,False
779,Returning,53,Female,3,50k-100k,Single,Employed,0.45,-5.784198489765769,False
780,Returning,32,Male,1,50k-100k,Divorced,Employed,7.49,-5.819547620975522,False
781,Returning,35,Male,1,100k-200k,Single,Employed,5.32,-5.802895721440174,False
782,Returning,27,Female,3,100k-200k,Widowed,Employed,0.95,-7.166902207047272,False
783,New,18,Male,2,100k-200k,Widowed,Employed,0.63,-5.528959012918343,False
784,Returning,46,Female,1,50k-100k,Single,Employed,1.52,-7.000469200019138,False
785,New,44,Female,2,100k-200k,Single,Employed,14.93,-6.136945377005032,False
786,Returning,32,Female,1,50k-100k,Married,Employed,1.19,-6.752757370670394,False
787,Returning,36,Male,1,200k+,Single,Employed,2.44,-4.832850284429647,False
788,Returning,42,Male,2,50k-100k,Single,Employed,0.12,-6.778929446599947,False
789,Returning,18,Female,1,100k-200k,Married,Student,2.02,-4.349015014876479,False
790,Returning,29,Female,3,<50k,Single,Employed,3.39,-5.457532051451483,False
791,New,45,Female,2,50k-100k,Divorced,Employed,12.24,-4.350241837719634,False
792,Returning,20,Male,4,50k-100k,Single,Employed,2.91,-5.691898265917608,False
793,Returning,39,Male,1,200k+,Single,Employed,6.84,-5.237286207764291,False
794,Returning,19,Female,1,100k-200k,Single,Student,3.17,-6.1329236351195044,False
795,New,41,Female,1,200k+,Widowed,Unemployed,0.17,-6.9317693920825265,False
796,Returning,35,Female,4,50k-100k,Married,Employed,1.51,-5.3676328379328515,False
797,Returning,18,Male,1,50k-100k,Married,Student,3.43,-7.0113312297905654,False
798,Returning,49,Female,5,<50k,Single,Employed,12.03,-5.46639382872426,False
799,Returning,27,Female,1,200k+,Single,Employed,7.84,-6.082195050875377,False
800,Returning,26,Female,3,50k-100k,Single,Employed,1.04,-3.978345452322846,False
801,Returning,38,Male,2,200k+,Single,Employed,0.99,-5.36115709832942,False
802,New,49,Male,1,200k+,Married,Employed,0.9,-5.855507798319856,False
803,Returning,23,Female,1,200k+,Married,Employed,10.23,-5.688014670293431,False
804,Returning,36,Male,1,100k-200k,Single,Employed,7.66,-4.557657699325172,False
805,Returning,41,Male,2,100k-200k,Divorced,Employed,5.96,-5.527571346453328,False
806,Returning,44,Female,3,100k-200k,Single,Employed,2.0,-5.555831058868249,False
807,Returning,38,Male,2,<50k,Widowed,Employed,2.81,-7.245120315863556,False
808,Returning,31,Female,3,100k-200k,Single,Employed,2.5,-5.4697311425824235,False
809,Returning,26,Male,3,<50k,Single,Employed,1.17,-6.628333538206483,False
810,New,37,Female,1,50k-100k,Single,Employed,2.81,-6.879111157030188,False
811,Returning,23,Female,2,50k-100k,Single,Employed,0.12,-5.562893664192751,False
812,Returning,18,Male,2,50k-100k,Married,Employed,0.57,-7.792207808530002,False
813,New,41,Male,2,50k-100k,Single,Unemployed,8.71,-4.88372373568585,False
814,Returning,46,Male,4,50k-100k,Single,Employed,5.57,-4.610013866447004,False
815,Returning,18,Male,1,100k-200k,Married,Student,2.2,-6.939643675551241,False
816,Returning,23,Female,1,<50k,Married,Employed,2.91,-7.0988284611324675,False
817,Returning,43,Female,1,100k-200k,Married,Unemployed,1.85,-6.710525681266402,False
818,Returning,60,Male,2,50k-100k,Single,Employed,5.4,-5.407963789537779,False
819,New,36,Male,1,100k-200k,Married,Employed,6.13,-5.613354991814226,False
820,Returning,27,Male,1,100k-200k,Married,Employed,5.76,-5.037437539808121,False
821,Returning,33,Female,1,100k-200k,Single,Employed,5.13,-3.7825203474626017,False
822,New,52,Male,2,100k-200k,Single,Unemployed,0.92,-6.9797167691497135,False
823,Returning,28,Female,2,50k-100k,Single,Employed,1.65,-7.807679970703421,False
824,Returning,26,Female,3,100k-200k,Single,Employed,2.54,-4.773076416969347,False
825,Returning,30,Female,1,50k-100k,Single,Employed,1.61,-4.57518542407247,False
826,Returning,24,Male,5,50k-100k,Single,Employed,5.63,-4.632731636948876,False
827,Returning,37,Female,5,100k-200k,Married,Employed,1.6,-6.6327486753536675,False
828,Returning,55,Male,1,<50k,Married,Employed,0.6,-6.908892363235201,False
829,Returning,39,Male,4,100k-200k,Widowed,Employed,2.04,-6.807523484211632,False
830,Returning,32,Female,2,100k-200k,Married,Employed,15.63,-3.222644506037052,False
831,New,32,Female,3,50k-100k,Single,Employed,1.02,-7.408290402698435,False
832,Returning,18,Male,2,<50k,Divorced,Student,3.79,-6.4216287868282,False
833,New,46,Male,3,<50k,Divorced,Employed,2.27,-7.243837826293906,False
834,New,35,Male,2,200k+,Single,Employed,0.29,-5.854675314865038,False
835,Returning,33,Male,2,100k-200k,Married,Employed,2.68,-6.179341677137757,False
836,Returning,74,Male,2,<50k,Widowed,Employed,4.84,-5.967237896749737,False
837,Returning,39,Male,2,50k-100k,Married,Employed,2.88,-5.990649445033634,False
838,Returning,26,Male,1,100k-200k,Divorced,Employed,8.23,-6.132159027724111,False
839,Returning,30,Female,4,200k+,Single,Employed,1.36,-4.869122936470979,False
840,Returning,49,Female,4,<50k,Single,Employed,0.36,-6.339765651843115,False
841,New,37,Female,1,50k-100k,Single,Employed,11.03,-5.8690290078659,False
842,Returning,18,Male,3,200k+,Married,Student,1.9,-3.4140734437942077,False
843,New,47,Female,1,<50k,Married,Unemployed,3.44,-6.1925698332828745,False
844,Returning,27,Female,2,50k-100k,Widowed,Employed,6.28,-5.646260553399306,False
845,New,58,Female,1,200k+,Single,Unemployed,1.57,-4.989295473298176,False
846,Returning,48,Female,3,100k-200k,Single,Employed,5.04,-3.4921843906133923,False
847,New,30,Female,2,50k-100k,Married,Employed,0.58,-6.458349422313885,False
848,Returning,51,Female,1,<50k,Married,Employed,1.38,-6.300602513565238,False
849,Returning,36,Male,1,<50k,Single,Employed,0.63,-7.623502818002941,False
850,Returning,46,Female,1,50k-100k,Single,Employed,6.67,-5.726692750768011,False
851,New,41,Female,4,200k+,Married,Employed,1.01,-5.85256255375987,False
852,Returning,25,Female,2,50k-100k,Married,Employed,5.05,-5.4326729663783455,False
853,New,28,Female,2,100k-200k,Single,Employed,11.48,-4.08523952136299,False
854,Returning,48,Male,3,200k+,Single,Employed,3.0,-4.930171551171941,False
855,New,31,Male,5,50k-100k,Widowed,Employed,3.11,-5.300857343700041,False
856,New,31,Female,3,50k-100k,Married,Employed,2.47,-7.095242626629164,False
857,New,24,Female,1,100k-200k,Single,Employed,1.58,-6.971467105741086,False
858,Returning,41,Female,1,200k+,Single,Employed,2.58,-6.364407619463672,False
859,Returning,60,Male,2,200k+,Married,Employed,3.69,-5.928740591923228,False
860,New,23,Male,2,<50k,Single,Employed,17.07,-2.903725709527887,False
861,Returning,36,Female,2,100k-200k,Single,Employed,11.11,-5.676438986852913,False
862,Returning,52,Female,3,100k-200k,Married,Employed,7.93,-5.327915048170699,False
863,Returning,35,Female,1,200k+,Single,Employed,8.8,-3.9019905017859506,False
864,Returning,41,Male,1,<50k,Married,Employed,2.52,-6.726877474496612,False
865,Returning,23,Female,3,100k-200k,Single,Employed,4.29,-4.861084350157176,False
866,Returning,41,Male,2,200k+,Married,Employed,9.02,-4.891542042927903,False
867,New,33,Female,3,50k-100k,Single,Employed,2.0,-5.658216742675277,False
868,New,47,Male,1,50k-100k,Single,Employed,13.06,-4.85447254380954,False
869,Returning,50,Male,3,<50k,Single,Employed,2.15,-5.510434527271646,False
870,Returning,67,Female,3,50k-100k,Divorced,Employed,3.68,-7.478056407406435,False
871,Returning,42,Female,1,50k-100k,Divorced,Employed,4.95,-6.280812008388546,False
872,New,39,Male,3,200k+,Single,Employed,12.03,-3.7939273233056925,False
873,Returning,38,Female,4,50k-100k,Married,Unemployed,1.12,-5.788304751993807,False
874,Returning,31,Male,2,50k-100k,Married,Employed,5.48,-4.090047377246172,False
875,New,40,Male,1,100k-200k,Widowed,Employed,2.94,-6.400024666865577,False
876,New,32,Male,4,50k-100k,Single,Employed,1.25,-4.393018238139128,False
877,Returning,38,Male,1,50k-100k,Married,Employed,6.0,-6.349023826659671,False
878,Returning,51,Male,1,100k-200k,Single,Employed,3.21,-4.594853588455356,False
879,New,23,Male,3,200k+,Single,Employed,4.33,-4.348032873301627,False
880,New,49,Male,1,100k-200k,Widowed,Employed,1.56,-7.174458579632223,False
881,New,51,Female,4,100k-200k,Married,Employed,2.63,-5.303460762748178,False
882,Returning,34,Male,3,<50k,Single,Employed,3.84,-5.8952358355321905,False
883,New,18,Female,1,200k+,Single,Student,2.08,-5.2524154063249995,False
884,New,28,Male,2,<50k,Married,Employed,0.88,-6.68127158843331,False
885,Returning,51,Female,3,100k-200k,Married,Unemployed,13.04,-4.856246225661732,False
886,New,35,Male,2,50k-100k,Single,Employed,2.87,-4.575405417237148,False
887,Returning,24,Male,1,200k+,Widowed,Employed,5.3,-5.523720894455673,False
888,New,29,Male,4,100k-200k,Single,Employed,2.12,-4.700577675808233,False
889,New,46,Male,1,100k-200k,Single,Employed,1.75,-6.3428514850442,False
890,New,42,Male,1,50k-100k,Divorced,Employed,2.09,-4.679836740772476,False
891,Returning,33,Female,1,50k-100k,Single,Employed,2.11,-6.876834629335494,False
892,Returning,31,Female,3,100k-200k,Single,Employed,3.14,-6.148143531247184,False
893,Returning,31,Female,1,100k-200k,Married,Employed,3.14,-4.359482818884097,False
894,Returning,24,Female,2,<50k,Married,Employed,2.75,-6.602446390895253,False
895,Returning,55,Male,1,200k+,Single,Employed,0.58,-4.586925693835607,False
896,New,32,Male,1,200k+,Divorced,Employed,2.74,-4.957159420405187,False
897,New,50,Male,2,50k-100k,Married,Employed,0.74,-6.543649706560834,False
898,Returning,54,Male,4,200k+,Single,Employed,0.54,-7.552293472017158,False
899,New,47,Female,4,100k-200k,Married,Employed,10.79,-4.385818304271836,False
900,New,30,Female,3,50k-100k,Single,Employed,3.71,-5.541869946466575,False
901,New,40,Male,4,50k-100k,Single,Unemployed,4.31,-4.636282266695627,False
902,New,35,Male,1,100k-200k,Married,Employed,2.06,-4.477552823759888,False
903,New,25,Female,2,100k-200k,Widowed,Employed,9.59,-5.471487179143748,False
904,Returning,39,Female,1,50k-100k,Single,Employed,4.06,-5.134818236011817,False
905,Returning,21,Male,1,100k-200k,Single,Student,5.86,-4.71059784398665,False
906,Returning,50,Female,4,100k-200k,Single,Employed,1.84,-4.600587297589556,False
907,Returning,30,Female,2,100k-200k,Single,Unemployed,12.88,-4.069310087864455,False
908,Returning,38,Male,1,<50k,Single,Employed,6.87,-7.65199769096177,False
909,New,39,Male,3,200k+,Single,Employed,7.7,-4.89542243252776,False
910,Returning,32,Male,1,50k-100k,Married,Employed,0.76,-7.601707574916915,False
911,Returning,43,Female,2,50k-100k,Single,Employed,1.26,-6.428605772918074,False
912,New,30,Female,2,50k-100k,Single,Employed,1.35,-5.167495763866106,False
913,Returning,46,Male,1,50k-100k,Married,Employed,1.26,-6.135849164125027,False
914,Returning,19,Male,2,200k+,Married,Student,7.74,-3.7859091336025674,False
915,Returning,37,Female,5,50k-100k,Single,Employed,0.13,-5.573746079286461,False
916,Returning,59,Male,2,100k-200k,Single,Employed,0.32,-7.545325939668903,False
917,New,23,Male,3,<50k,Married,Employed,1.28,-8.743847006572734,False
918,Returning,27,Female,1,50k-100k,Single,Employed,0.89,-6.202691238320409,False
919,Returning,42,Female,2,200k+,Single,Employed,1.06,-6.114926466351165,False
920,New,38,Female,1,100k-200k,Married,Employed,6.4,-6.406945739381882,False
921,Returning,40,Female,3,50k-100k,Single,Employed,3.31,-7.4541272496513775,False
922,Returning,41,Female,2,100k-200k,Single,Employed,0.02,-6.93674321347271,False
923,Returning,43,Male,1,50k-100k,Single,Employed,2.24,-6.423491484864776,False
924,Returning,49,Female,2,50k-100k,Single,Employed,2.1,-5.46412217629361,False
925,Returning,40,Male,1,100k-200k,Single,Employed,0.48,-6.0893689184320205,False
926,New,33,Female,2,100k-200k,Widowed,Employed,4.51,-3.980432752827271,False
927,New,44,Male,5,50k-100k,Single,Employed,4.84,-6.279604056045394,False
928,Returning,58,Female,3,200k+,Single,Employed,5.1,-4.343941107942566,False
929,Returning,34,Male,4,100k-200k,Single,Employed,5.21,-5.041201256871272,False
930,New,24,Male,2,50k-100k,Divorced,Employed,0.0,-5.725330875881415,False
931,New,49,Male,2,100k-200k,Married,Employed,12.31,-4.8850148632655435,False
932,Returning,34,Male,1,100k-200k,Single,Employed,6.73,-4.238819626109409,False
933,Returning,18,Female,2,100k-200k,Divorced,Student,9.37,-4.589275241654757,False
934,Returning,46,Female,1,50k-100k,Single,Employed,0.06,-7.250444984917749,False
935,New,29,Female,1,100k-200k,Single,Employed,10.86,-4.678024028913189,False
936,New,34,Male,2,50k-100k,Single,Employed,6.64,-5.6135558589371,False
937,New,39,Male,3,200k+,Single,Employed,7.26,-4.316821649362207,False
938,Returning,38,Male,1,100k-200k,Single,Unemployed,0.39,-7.8112767493745086,False
939,New,44,Male,2,<50k,Married,Employed,5.37,-5.893851702115694,False
940,Returning,30,Female,1,100k-200k,Single,Employed,12.87,-3.9741927473506697,False
941,New,42,Male,2,200k+,Married,Employed,4.54,-5.3959766928069675,False
942,Returning,32,Male,1,200k+,Single,Employed,3.38,-4.306058755611005,False
943,Returning,44,Male,1,50k-100k,Single,Employed,11.65,-4.048477225928948,False
944,Returning,43,Male,3,<50k,Single,Employed,2.34,-6.121480796740746,False
945,New,24,Female,3,100k-200k,Divorced,Employed,3.66,-5.304310902502327,False
946,New,49,Female,1,<50k,Single,Employed,2.59,-6.110834448518,False
947,New,29,Male,1,200k+,Married,Employed,10.8,-4.1717003958331755,False
948,Returning,45,Male,3,50k-100k,Single,Employed,0.32,-8.052657995664608,False
949,Returning,40,Male,3,50k-100k,Single,Employed,2.78,-6.134526295769347,False
950,Returning,58,Male,3,50k-100k,Single,Employed,4.65,-7.126939068193426,False
951,Returning,33,Male,1,50k-100k,Single,Employed,6.28,-4.294719052540514,False
952,Returning,31,Female,1,100k-200k,Single,Employed,3.5,-5.840849520002927,False
953,New,35,Female,1,50k-100k,Single,Unemployed,9.58,-5.631340949679623,False
954,Returning,32,Female,4,50k-100k,Married,Employed,11.39,-3.5047026679667654,False
955,Returning,45,Male,1,50k-100k,Single,Employed,0.27,-6.112175202550125,False
956,Returning,18,Male,3,100k-200k,Married,Student,2.06,-6.909634514379208,False
957,Returning,23,Female,1,<50k,Single,Unemployed,0.09,-7.072405362527369,False
958,New,23,Female,1,100k-200k,Married,Employed,1.6,-6.410166973226385,False
959,New,47,Female,4,100k-200k,Married,Employed,3.08,-7.267532888606054,False
960,Returning,56,Male,1,100k-200k,Single,Employed,9.67,-5.669776233237204,False
961,New,34,Male,2,200k+,Single,Employed,7.5,-5.078540322016465,False
962,Returning,33,Male,4,200k+,Married,Employed,0.55,-5.797450931491842,False
963,New,36,Female,1,200k+,Divorced,Employed,0.39,-7.703731423677309,False
964,Returning,49,Female,1,50k-100k,Single,Employed,3.56,-4.909334416952524,False
965,New,24,Female,1,<50k,Single,Unemployed,3.04,-6.666103058891439,False
966,Returning,38,Male,2,50k-100k,Divorced,Employed,1.24,-6.266446923339437,False
967,Returning,47,Female,1,200k+,Single,Employed,9.19,-4.455858361660164,False
968,New,42,Male,1,200k+,Married,Employed,10.49,-5.474576253903672,False
969,Returning,38,Male,1,200k+,Single,Employed,2.06,-5.424644026867304,False
970,Returning,48,Male,3,<50k,Single,Employed,8.84,-5.531074646018182,False
971,Returning,18,Female,1,200k+,Married,Student,1.94,-6.845585540647192,False
972,Returning,44,Male,1,50k-100k,Married,Employed,5.34,-5.245552506644601,False
973,Returning,28,Male,3,<50k,Single,Employed,2.58,-4.511326141198192,False
974,New,18,Female,1,50k-100k,Single,Student,0.52,-5.7371706265141675,False
975,New,42,Male,2,<50k,Married,Employed,10.52,-4.15902243485957,False
976,New,52,Male,1,100k-200k,Married,Employed,2.42,-6.617630606562298,False
977,Returning,34,Male,1,50k-100k,Single,Employed,5.3,-7.322619729168456,False
978,New,47,Male,3,50k-100k,Married,Employed,1.83,-4.570362477900159,False
979,Returning,55,Female,1,100k-200k,Married,Employed,0.08,-4.40848511059524,False
980,Returning,51,Male,4,200k+,Married,Employed,0.42,-4.249193226230318,False
981,Returning,55,Male,2,100k-200k,Married,Employed,2.74,-6.249785938979749,False
982,Returning,44,Female,1,50k-100k,Single,Employed,4.68,-7.022634338728844,False
983,New,36,Female,4,200k+,Married,Employed,1.63,-6.601182697819566,False
984,New,18,Female,2,200k+,Married,Student,4.76,-7.0597325676140485,False
985,Returning,33,Male,1,<50k,Single,Employed,4.8,-6.102378618410046,False
986,Returning,25,Male,1,100k-200k,Single,Employed,4.87,-3.938822041917545,False
987,Returning,62,Female,2,50k-100k,Single,Employed,2.71,-6.245162631872244,False
988,Returning,33,Female,1,<50k,Married,Unemployed,9.86,-5.333677099651725,False
989,New,37,Female,2,100k-200k,Single,Employed,2.69,-4.405903035695791,False
990,Returning,42,Female,2,200k+,Married,Employed,2.39,-6.1555953118324,False
991,Returning,36,Female,1,50k-100k,Divorced,Unemployed,0.89,-4.810968543280405,False
992,Returning,56,Male,1,200k+,Married,Employed,1.47,-4.117405592502546,False
993,New,28,Male,5,200k+,Divorced,Employed,0.17,-5.745611338680482,False
994,Returning,38,Female,1,200k+,Widowed,Employed,4.02,-6.264534264019213,False
995,Returning,27,Male,5,50k-100k,Single,Employed,1.14,-5.016761953609686,False
996,New,20,Male,4,200k+,Married,Student,1.45,-5.930024942518857,False
997,Returning,28,Female,2,50k-100k,Single,Unemployed,5.89,-6.963055217067336,False
998,New,35,Female,1,100k-200k,Divorced,Employed,1.59,-4.905261346477021,False
999,Returning,30,Male,1,<50k,Single,Employed,1.11,-5.31705261272292,False
1000,Returning,27,Male,3,<50k,Widowed,Employed,0.74,-6.218488396236439,False
